iter	MultiClass
414	0.1684680272
415	0.1681177952
416	0.1677945716
417	0.1676188013
418	0.1673204493
419	0.1672053875
420	0.1669066579
421	0.166607604
422	0.1662349071
423	0.1660127619
424	0.1656526816
425	0.1653175769
426	0.1650149289
427	0.1647808985
428	0.1645333983
429	0.1642285821
430	0.1639927419
431	0.1636974149
432	0.1634427695
433	0.1631793743
434	0.1628494654
435	0.1625647935
436	0.1622489199
437	0.161987495
438	0.1617262521
439	0.1614757303
440	0.161190204
441	0.1609920565
442	0.1607298151
443	0.1605096249
444	0.1602868381
445	0.1600950204
446	0.1598529162
447	0.1596042165
448	0.1593457943
449	0.1591233451
450	0.1588617971
451	0.1585276157
452	0.1582404144
453	0.1579867205
454	0.1576224566
455	0.1572613671
456	0.1570029638
457	0.1567713679
458	0.1565750594
459	0.1563862033
460	0.1560468068
461	0.1557970328
462	0.1556095983
463	0.155376489
464	0.1551980854
465	0.1549273108
466	0.1547746782
467	0.1544479955
468	0.1543124208
469	0.1540612531
470	0.1538364184
471	0.1536865321
472	0.1534715029
473	0.1532155062
474	0.1529771279
475	0.1528160473
476	0.1526138409
477	0.1525331559
478	0.1522304591
479	0.1520330645
480	0.1518302061
481	0.1516001825
482	0.151371724
483	0.1511994745
484	0.1509069197
485	0.150609921
486	0.1503366503
487	0.1501653599
488	0.1499427519
489	0.1497131565
490	0.149476922
491	0.1493721771
492	0.1491237248
493	0.1489833984
494	0.1488328635
495	0.1486411726
496	0.1484795614
497	0.1482995245
498	0.148130587
499	0.1479237055
500	0.1476978597
501	0.1474851403
502	0.1472637762
503	0.1469970107
504	0.1468428263
505	0.1466376907
506	0.1464760041
507	0.1462654672
508	0.145987495
509	0.1458226187
510	0.1456772713
511	0.145436935
512	0.1452539721
513	0.1450221962
514	0.1447712941
515	0.144538999
516	0.1443607621
517	0.1441732693
518	0.1440366949
519	0.1438652461
520	0.1436709943
521	0.1435502629
522	0.1433979721
523	0.1432532351
524	0.1431153049
525	0.1429836363
526	0.1427361243
527	0.1425991952
528	0.1423205495
529	0.1421536492
530	0.1419802858
531	0.1418100428
532	0.141681941
533	0.141495933
534	0.1412838254
535	0.1411210182
536	0.1408977387
537	0.1407221227
538	0.1406059319
539	0.1404585085
540	0.1402630373
541	0.1400884096
542	0.1398791126
543	0.1397004325
544	0.1395062239
545	0.1393809958
546	0.1392798854
547	0.1391272936
548	0.1389408456
549	0.1387732861
550	0.1386519197
551	0.1384717243
552	0.1383050823
553	0.1380560339
554	0.1378470404
555	0.1376817339
556	0.1375250226
557	0.137382058
558	0.1372440453
559	0.1371034187
560	0.1369242672
561	0.1367368254
562	0.1365542314
563	0.1363875696
564	0.1362238332
565	0.1360757384
566	0.1359214854
567	0.1358188237
568	0.1356533195
569	0.135519043
570	0.1352593422
571	0.1351532309
572	0.1349853514
573	0.1348441465
574	0.1347267991
575	0.1346038038
576	0.1344688317
577	0.1343676946
578	0.1342580371
579	0.134099047
580	0.1339594321
581	0.1337887611
582	0.1336429524
583	0.1334796563
584	0.1333159228
585	0.1331986094
586	0.1330328397
587	0.1329192278
588	0.1327497615
589	0.1325644823
590	0.13241956
591	0.1322885225
592	0.1321380239
593	0.1320056938
594	0.1318959972
595	0.1317571908
596	0.131630827
597	0.1314876576
598	0.1313543689
599	0.1312532534
600	0.1311383933
601	0.1310198582
602	0.1308792931
603	0.1307367336
604	0.1305922341
605	0.1304012374
606	0.1302791182
607	0.1301448686
608	0.1300119142
609	0.1298543837
610	0.1296788677
611	0.1295114768
612	0.1293908233
613	0.1292495928
614	0.1291136635
615	0.1289758319
616	0.1287670506
617	0.1286205218
618	0.1285228461
619	0.1283684348
620	0.1282232203
621	0.1280751408
622	0.1279898937
623	0.1278376972
624	0.1277416774
625	0.127596223
626	0.1274962186
627	0.1273395876
628	0.1272022319
629	0.1270566991
630	0.126924811
631	0.1268329188
632	0.1267188869
633	0.1265369797
634	0.1263828688
635	0.1262569928
636	0.126135711
637	0.1260034644
638	0.1259087675
639	0.1257640347
640	0.1256602925
641	0.1255314692
642	0.1254106347
643	0.1253241307
644	0.1251881132
645	0.1250246662
646	0.1249598791
647	0.1248890675
648	0.1247221682
649	0.1246407679
650	0.1244494392
651	0.1242832281
652	0.1241380414
653	0.1240091521
654	0.1239219151
655	0.1237903762
656	0.1236921033
657	0.1235728939
658	0.1234537674
659	0.1232593739
660	0.1231117078
661	0.1229887306
662	0.1228565071
663	0.1227479912
664	0.1226779258
665	0.122556241
666	0.1224927117
667	0.1223596804
668	0.1222712983
669	0.1221286703
670	0.1219835642
671	0.121858044
672	0.1218078141
673	0.1217408756
674	0.1216359291
675	0.1215578273
676	0.1214309269
677	0.1212910209
678	0.1211397202
679	0.1210413108
680	0.1209144782
681	0.1208284577
682	0.1207386152
683	0.1206173975
684	0.1204902309
685	0.1203181586
686	0.1201462905
687	0.1200416095
688	0.1199102434
689	0.1198354919
690	0.1197701951
691	0.1196464816
692	0.1195448207
693	0.1194680985
694	0.1193635668
695	0.119216886
696	0.1191327916
697	0.118983686
698	0.1188278874
699	0.1187350963
700	0.1186161058
701	0.1184499752
702	0.1183643807
703	0.1182465204
704	0.1180882103
705	0.118002263
706	0.1178888223
707	0.1178093953
708	0.1177202317
709	0.1176119515
710	0.117505578
711	0.11739059
712	0.1173087951
713	0.1171695381
714	0.1170328711
715	0.1169386832
716	0.1168490597
717	0.1167878541
718	0.1166768101
719	0.1165763259
720	0.116454271
721	0.1163617717
722	0.1162571954
723	0.1161227984
724	0.1160305936
725	0.1159753769
726	0.1158600569
727	0.1157610545
728	0.1156430126
729	0.1155138947
730	0.1154016102
731	0.1152917109
732	0.1151467423
733	0.1150240453
734	0.1149018821
735	0.1148014286
736	0.114693737
737	0.1145838245
738	0.1144226394
739	0.1143184032
740	0.1142197222
741	0.1141056004
742	0.1140292898
743	0.1139235349
744	0.1138362379
745	0.113734922
746	0.1136381099
747	0.113521367
748	0.1133838453
749	0.1132976397
750	0.113216913
751	0.113113934
752	0.1129697101
753	0.1128670703
754	0.1127677353
755	0.1126974543
756	0.1125913434
757	0.1125048483
758	0.1123781846
759	0.1122555316
760	0.112147208
761	0.1120217443
762	0.1118881144
763	0.1117762353
764	0.1116593229
765	0.1115435818
766	0.1114228046
767	0.1113361166
768	0.1111934996
769	0.1111012738
770	0.1109577185
771	0.1108340314
772	0.1107248727
773	0.1106653665
774	0.1105604127
775	0.1104490808
776	0.110354207
777	0.1102613676
778	0.1101216059
779	0.1100470876
780	0.1099705962
781	0.1098963247
782	0.1098150394
783	0.1096903219
784	0.1095918407
785	0.1094793253
786	0.1093761951
787	0.1092267499
788	0.1091366987
789	0.1090338619
790	0.1089648902
791	0.1089052766
792	0.1088052834
793	0.108649056
794	0.1085641452
795	0.1084121083
796	0.108311312
797	0.108246317
798	0.1081600757
799	0.1080355354
800	0.1079349048
801	0.1078319186
802	0.1077669336
803	0.1076721349
804	0.1075667697
805	0.1074839956
806	0.1074388831
807	0.1073208068
808	0.1071835648
809	0.1070918193
810	0.1070088049
811	0.1069567362
812	0.1068255091
813	0.106753892
814	0.1066263608
815	0.1065663252
816	0.1065086168
817	0.1064607786
818	0.1063749719
819	0.1063228825
820	0.1062274382
821	0.106132701
822	0.105989349
823	0.1058603503
824	0.1057399745
825	0.1055860277
826	0.1055152619
827	0.1054314665
828	0.1052973647
829	0.1051864165
830	0.1051066503
831	0.1050106823
832	0.1049559771
833	0.1048505678
834	0.1047772604
835	0.1046479268
836	0.10459559
837	0.1045017695
838	0.1043617505
839	0.1042505257
840	0.1041746258
841	0.1040506239
842	0.1039510793
843	0.1039006659
844	0.1038323999
845	0.1037661526
846	0.1037120248
847	0.103621941
848	0.1035434842
849	0.1034912916
850	0.1033805227
851	0.1033301632
852	0.1032424017
853	0.1031894303
854	0.1030936826
855	0.102988833
856	0.1029110804
857	0.1028196272
858	0.1027470938
859	0.1026684794
860	0.1025810861
861	0.1025078
862	0.1023917687
863	0.1023197386
864	0.1022326459
865	0.1021406193
866	0.1020752323
867	0.1020136546
868	0.1019099351
869	0.101833881
870	0.1017562493
871	0.1016629194
872	0.1015830686
873	0.1015426396
874	0.1014954055
875	0.1013727226
876	0.1012374938
877	0.1011268364
878	0.1010400381
879	0.1009190817
880	0.100801288
881	0.100760961
882	0.100660976
883	0.1005678278
884	0.1004994222
885	0.1004322357
886	0.1003560789
887	0.1002722848
888	0.1002033297
889	0.1001468714
890	0.1000576861
891	0.09996794758
892	0.09985373012
893	0.09974797805
894	0.09964967188
895	0.09956493293
896	0.09946056373
897	0.09941559134
898	0.09932036835
899	0.09922387427
900	0.09913251743
901	0.09903403294
902	0.09894848985
903	0.09887292459
904	0.09879417676
905	0.09871301226
906	0.09862698007
907	0.09853832261
908	0.09841484143
909	0.09836712769
910	0.09828431593
911	0.09818064107
912	0.09810779967
913	0.09801375119
914	0.09797098494
915	0.09790967675
916	0.09784972366
917	0.09774771858
918	0.09769668546
919	0.09760663267
920	0.09753886566
921	0.09750770523
922	0.09741909836
923	0.09734821564
924	0.0972746586
925	0.09713089876
926	0.0970549532
927	0.09700774017
928	0.09695864924
929	0.09690218628
930	0.09681322795
931	0.09670145864
932	0.09661068713
933	0.09654120734
934	0.09647299039
935	0.09640550099
936	0.09633948442
937	0.09627879238
938	0.09621958791
939	0.09617778232
940	0.09606976666
941	0.09599416258
942	0.09594378993
943	0.09586257247
944	0.0958091059
945	0.09574480833
946	0.0956829714
947	0.09563011192
948	0.09558347062
949	0.0955319992
950	0.09544362263
951	0.09532016623
952	0.09526040166
953	0.0952009183
954	0.0951438702
955	0.09508803445
956	0.09500570454
957	0.09489149255
958	0.09482289516
959	0.09471079971
960	0.09461062669
961	0.09449870473
962	0.09441498354
963	0.09433178482
964	0.09425980152
965	0.09423383147
966	0.09418449669
967	0.09409147466
968	0.09401630489
969	0.09395394622
970	0.09388743331
971	0.09378541262
972	0.09369524614
973	0.09363156552
974	0.09357158186
975	0.09350543805
976	0.09341534462
977	0.09334036367
978	0.09330280178
979	0.09320638412
980	0.09317640095
981	0.09306627252
982	0.09300440912
983	0.09290616327
984	0.09286060487
985	0.09278332378
986	0.09275827691
987	0.09265954069
988	0.09260238644
989	0.09254420859
990	0.09246240322
991	0.09242500725
992	0.09235629903
993	0.0923083845
994	0.09223898659
995	0.09216052694
996	0.09210548713
997	0.09201812392
998	0.09193938423
999	0.09187534915
